"Study","Study.year","Study.month","Duration.month","Latitude","Longitude","Family","Species","Herbivore","N.species","Leaf.age","No.plants","No.leaves","Units","damage","Region"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.1238,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.1472,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0011,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.175,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0052,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,NA,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,NA,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0042,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0138,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0297,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.001,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0285,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.007,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.1276,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0077,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0165,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0031,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0019,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0119,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,7e-04,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0106,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,5e-04,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0015,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0022,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0466,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0023,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0608,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0475,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0376,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0224,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0058,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0748,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.012,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0016,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0111,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,5e-04,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0036,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,9e-04,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0031,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0037,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.003,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0315,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0831,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0084,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0064,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0105,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0047,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0241,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.1847,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0051,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0128,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0141,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0033,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,7e-04,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.2392,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.247,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0079,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0861,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0076,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0069,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.1847,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0051,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0128,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0141,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0033,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,7e-04,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.2392,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.247,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0079,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0861,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0076,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0069,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0037,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,6e-04,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0516,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.0029,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0.1425,"Americas"
"10.1002/ecy.3768",2011,2,13,16.83027778,-88.10166667,"Rhizophoraceae","Rhizophora mangle","all",1,"Mature",3,6,6,0,"Americas"
"10.1007/s11258-021-01131-7",2009,4,6,-14.88111111,-43.49138889,NA,"all","all",14,"Mature",NA,60,840,0.0762,"Americas"
"10.1007/s11258-021-01131-7",2009,4,6,-14.88111111,-43.49138889,NA,"all","all",19,"Mature",NA,60,1140,0.0909,"Americas"
"10.1007/s11258-021-01131-7",2009,4,6,-14.88111111,-43.49138889,NA,"all","all",15,"Mature",NA,60,900,0.0933,"Americas"
"10.1007/s11258-021-01131-7",2010,4,6,-14.88111111,-43.49138889,NA,"all","all",14,"Mature",NA,6,84,0.0683,"Americas"
"10.1007/s11258-021-01131-7",2010,4,6,-14.88111111,-43.49138889,NA,"all","all",19,"Mature",NA,6,114,0.1227,"Americas"
"10.1007/s11258-021-01131-7",2010,4,6,-14.88111111,-43.49138889,NA,"all","all",15,"Mature",NA,6,90,0.0844,"Americas"
"10.1111/cobi.13438",2015,4,1,-23.35583333,-45.11861111,NA,"all","chewer",3,"Young",49,2156,2156,0.007,"Americas"
"10.1002/ecy.3151",2016,7,NA,8.999722222,-79.54222222,"Moraceae","Brosimum alicastrum","all",1,"Mature",1,NA,1,0,"Americas"
"10.1002/ecy.3151",2016,7,NA,8.999722222,-79.54222222,"Sapotaceae","Chrysophyllum caimito","all",1,"Mature",1,NA,1,0,"Americas"
"10.1002/ecy.3151",2016,7,NA,8.999722222,-79.54222222,"Polygonaceae","Triplaris cumingiana","all",1,"Mature",1,NA,1,0,"Americas"
"10.1002/ecy.3151",2016,7,NA,8.999722222,-79.54222222,"Burseraceae","Protium tenuifolium","all",1,"Mature",1,NA,1,0.0252,"Americas"
"10.1002/ecy.3151",2016,7,NA,8.999722222,-79.54222222,"Burseraceae","Protium tenuifolium","all",1,"Mature",1,NA,1,0.0044,"Americas"
"10.1002/ecy.3151",2016,7,NA,8.999722222,-79.54222222,"Rubiaceae","Posoqueria latifolia","all",1,"Mature",1,NA,1,0.0431,"Americas"
"10.1002/ecy.3151",2016,7,NA,8.999722222,-79.54222222,"Sapotaceae","Chrysophyllum caimito","all",1,"Mature",1,NA,1,0,"Americas"
"10.1002/ecy.3151",2016,7,NA,8.999722222,-79.54222222," Bignoniaceae","Handroanthus guayacan","all",1,"Mature",1,NA,1,0.0212,"Americas"
"10.1002/ecy.3151",2016,7,NA,8.999722222,-79.54222222,"Polygonaceae","Triplaris cumingiana","all",1,"Mature",1,NA,1,0.0028,"Americas"
"10.1002/ecy.3151",2016,7,NA,8.999722222,-79.54222222,"Rubiaceae","Pittoniotis trichantha","all",1,"Mature",1,NA,1,0.033,"Americas"
"10.1002/ecy.3151",2016,7,NA,8.999722222,-79.54222222,"Sapindaceae","Sapindus saponaria","all",1,"Mature",1,NA,1,0.0272,"Americas"
"10.1002/ecy.3151",2016,7,NA,8.999722222,-79.54222222,"Rubiaceae","Posoqueria latifolia","all",1,"Mature",1,NA,1,0,"Americas"
"10.1002/ecy.3151",2016,7,NA,8.999722222,-79.54222222,"Moraceae","Brosimum alicastrum","all",1,"Mature",1,NA,1,0.0135,"Americas"
"10.1002/ecy.3151",2016,7,NA,8.999722222,-79.54222222,"Moraceae","Brosimum alicastrum","all",1,"Mature",1,NA,1,0,"Americas"
"10.1002/ecy.3151",2016,7,NA,8.999722222,-79.54222222,"Sapotaceae","Chrysophyllum caimito","all",1,"Mature",1,NA,1,0.0151,"Americas"
"10.1002/ecy.3151",2016,7,NA,8.999722222,-79.54222222,"Anacardiaceae","Astronium graveolens","all",1,"Mature",1,NA,1,0.0088,"Americas"
"10.1002/ecy.3151",2016,7,NA,8.999722222,-79.54222222,"Burseraceae","Protium tenuifolium","all",1,"Mature",1,NA,1,0,"Americas"
"10.1002/ecy.3151",2016,7,NA,8.999722222,-79.54222222,"Meliaceae","Trichilia tuberculata","all",1,"Mature",1,NA,1,0,"Americas"
"10.1002/ecy.3151",2016,7,NA,8.999722222,-79.54222222,"Sapotaceae","Chrysophyllum caimito","all",1,"Mature",1,NA,1,0.0522,"Americas"
"10.1002/ecy.3151",2016,7,NA,8.999722222,-79.54222222,"Polygonaceae","Triplaris cumingiana","all",1,"Mature",1,NA,1,0,"Americas"
"10.1002/ecy.3151",2016,7,NA,8.999722222,-79.54222222,"Anacardiaceae","Astronium graveolens","all",1,"Mature",1,NA,1,0.0097,"Americas"
"10.1002/ecy.3151",2016,7,NA,8.999722222,-79.54222222,"Bignoniaceae","Tabebuia rosea","all",1,"Mature",1,NA,1,0.0542,"Americas"
"10.1002/ecy.3151",2016,7,NA,8.999722222,-79.54222222,"Moraceae","Brosimum alicastrum","all",1,"Mature",1,NA,1,0,"Americas"
"10.1002/ecy.3151",2016,7,NA,8.999722222,-79.54222222,"Meliaceae","Trichilia tuberculata","all",1,"Mature",1,NA,1,0.0281,"Americas"
"10.1002/ecy.3151",2016,7,NA,8.999722222,-79.54222222,"Rubiaceae","Pittoniotis trichantha","all",1,"Mature",1,NA,1,0.0411,"Americas"
"10.1002/ecy.3151",2016,7,NA,8.999722222,-79.54222222,"Burseraceae","Protium tenuifolium","all",1,"Mature",1,NA,1,0.0131,"Americas"
"10.1002/ecy.3151",2016,7,NA,8.999722222,-79.54222222,"Rubiaceae","Posoqueria latifolia","all",1,"Mature",1,NA,1,0.0669,"Americas"
"10.1002/ecy.3151",2016,7,NA,8.999722222,-79.54222222,"Rubiaceae","Posoqueria latifolia","all",1,"Mature",1,NA,1,0.0019,"Americas"
"10.1002/ecy.3151",2016,7,NA,8.999722222,-79.54222222,"Sapotaceae","Chrysophyllum caimito","all",1,"Mature",1,NA,1,0.0039,"Americas"
"10.1002/ecy.3151",2016,7,NA,8.999722222,-79.54222222,"Sapindaceae","Sapindus saponaria","all",1,"Mature",1,NA,1,0.033,"Americas"
"10.1002/ecy.3151",2016,7,NA,8.999722222,-79.54222222,"Polygonaceae","Triplaris cumingiana","all",1,"Mature",1,NA,1,0,"Americas"
"10.1002/ecy.3151",2016,7,NA,8.999722222,-79.54222222,"Moraceae","Brosimum alicastrum","all",1,"Mature",1,NA,1,0.001,"Americas"
"10.1002/ecy.3151",2016,7,NA,8.999722222,-79.54222222,"Sapindaceae","Sapindus saponaria","all",1,"Mature",1,NA,1,0.0996,"Americas"
"10.1002/ecy.3151",2016,7,NA,8.999722222,-79.54222222,"Anacardiaceae","Astronium graveolens","all",1,"Mature",1,NA,1,0.0181,"Americas"
"10.1002/ecy.3151",2016,7,NA,8.999722222,-79.54222222,"Sapotaceae","Chrysophyllum caimito","all",1,"Mature",1,NA,1,0.0521,"Americas"
"10.1002/ecy.3151",2016,7,NA,8.999722222,-79.54222222,"Moraceae","Brosimum alicastrum","all",1,"Mature",1,NA,1,0.0255,"Americas"
"10.1002/ecy.3151",2016,7,NA,8.999722222,-79.54222222,"Moraceae","Brosimum alicastrum","all",1,"Mature",1,NA,1,0,"Americas"
"10.1002/ecy.3151",2016,7,NA,8.999722222,-79.54222222,"Polygonaceae","Triplaris cumingiana","all",1,"Mature",1,NA,1,0,"Americas"
